id,business_name,country,city,maps_profile,website_status,social,contact,owner,why_need_website,quality
158,Woodland Foods,USA,"Waukegan, IL",https://maps.google.com/?q=Woodland+Foods+Waukegan+IL,"B2B portal, no standalone consumer luxury dry-fruit shop",LinkedIn: Woodland Foods / IG: @woodlandfoods,+1 847-625-6600 | info@woodlandfoods.com,John David (Sales Director),your rare heirloom nuts and freeze-dried fruits are phenomenal, and a turnkey luxury DTC storefront would unlock higher consumer margins.
159,Mount Hope Wholesale,USA,"Cottonwood, AZ",https://maps.google.com/?q=Mount+Hope+Wholesale+Cottonwood+AZ,"Outdated bulk ordering system, lacks modern retail UX",FB: MountHopeWholesale,+1 928-634-7531 | info@mounthopewholesale.com,Dan Wright (Manager),your wholesale dried fruits and raw nuts are stellar, but retail shoppers looking for smaller gift assortments find the checkout difficult to navigate.
160,We Got Nuts,USA,"Brooklyn, NY",https://maps.google.com/?q=We+Got+Nuts+Brooklyn+NY,"Generic discount store theme, lacks luxury gifting positioning",FB: WeGotNuts / IG: @wegotnuts,+1 888-297-8822 | sales@wegotnuts.com,Jack Dayan (Founder),you compete heavily on price, whereas an elevated luxury sister storefront would allow you to sell high-margin premium gift boxes.
161,A&A Nut Roasters,USA,"Los Angeles, CA",https://maps.google.com/?q=AA+Nut+Roasters+Los+Angeles+CA,"Basic wholesale web presence, no direct consumer cart",FB: AANutRoasters,+1 213-622-4411 | info@aanut.com,Amir Akbari (Owner),your Persian sour dried cherries and saffron-roasted pistachios are unmatched in LA, but you lack an online store to ship orders nationwide.
162,Pacific Nut Producer Store,USA,"Fresno, CA",https://maps.google.com/?q=Pacific+Nut+Producer+Fresno+CA,"Industry publishing portal, lacks integrated grower store",FB: PacificNutProducer,+1 559-298-6020 | info@nutgrowers.org,Matthew Malcolm (Managing Editor),your network of California tree nut growers could showcase farm-direct almonds and walnuts on a unified turnkey e-commerce store.,High
163,Sun Valley Raisins,USA,"McFarland, CA",https://maps.google.com/?q=Sun+Valley+Raisins+McFarland+CA,"Informational grower website, no direct checkout",FB: SunValleyRaisins,+1 661-792-3162 | info@sunvalleyraisins.com,Rick DeBenedetto (Owner),your organic California raisins and dried grapes are exceptional quality, but consumers have no direct online shopping cart to buy them.
164,Sun-Maid Market Store,USA,"Kingsburg, CA",https://maps.google.com/?q=Sun+Maid+Market+Kingsburg+CA,"Separate from main brand portal, lacks luxury gift customizer",IG: @sunmaid / FB: SunMaid,+1 559-896-8590 | customerservice@sunmaid.com,Steve Hughes (Store Lead),your Kingsburg store has exclusive dried fruit gift packs that are currently missing a dedicated luxury e-commerce showcase.,High
165,Torn & Glasser,USA,"Los Angeles, CA",https://maps.google.com/?q=Torn+and+Glasser+Los+Angeles+CA,"Wholesale-oriented catalog, lacks modern consumer gift shop",FB: TornandGlasser,+1 213-627-6496 | sales@tornglasser.com,Harlan Glasser (President),since 1928 you have supplied the best nuts and dried fruit in the West, but your direct consumer digital presence lacks modern interactive gift customization.
166,Carpo London,UK,London,https://maps.google.com/?q=Carpo+Piccadilly+London,"Basic international site, lacks customizable corporate gift box builder",IG: @carpoworld / FB: CarpoWorld,+44 20 7439 1234 | info@carpoworld.com,Kostas Kontopoulos (Founder),your Mayfair and Piccadilly boutiques are world-renowned for luxury nuts, but your website lacks an interactive build-your-own luxury gift hamper feature.
167,Whitworths,UK,Irthlingborough,https://maps.google.com/?q=Whitworths+Irthlingborough+UK,"FMCG brand site directing to supermarkets, missing direct luxury DTC store",IG: @whitworthsuk / FB: WhitworthsUK,+44 1933 653000 | consumer-care@whitworths.co.uk,Mark Fairweather (CEO),as Britain's top dried fruit brand, launching a dedicated direct-to-consumer luxury gifting portal would capture premium holiday spend.
168,Forest Feast (Kestrel Foods),UK,Craigavon,https://maps.google.com/?q=Forest+Feast+Craigavon+UK,"Standard WooCommerce store, lacks custom gift box assembly tool",IG: @forestfeast / FB: ForestFeast,+44 28 3835 7777 | enquiries@forestfeast.com,Michael Hall (Commercial Director),your slow-roasted nuts and Belgian chocolate dried fruits would achieve higher basket values through custom gift bundle customization.,High
169,Buy Whole Foods Online,UK,"Minster, Kent",https://maps.google.com/?q=Buy+Whole+Foods+Online+Kent+UK,"Heavy catalog with high bounce rate, lacks luxury gifting feel",FB: BuyWholeFoodsOnline / IG: @buywholefoodsonline,+44 1843 838700 | support@buywholefoodsonline.co.uk,Arthur Martin (Co-Founder),your huge organic nuts and dried fruits range would benefit from a sleek, luxury-focused sister storefront dedicated to premium gifting.
170,Real Food Source,UK,Edinburgh,https://maps.google.com/?q=Real+Food+Source+Edinburgh+UK,"Standard bulk store, missing custom gift box creator",FB: RealFoodSource / IG: @realfoodsource,+44 131 346 8800 | orders@realfoodsource.com,Donald Smith (Operations Manager),your organic nuts and berries are priced competitively, but you are leaving high-margin gifting revenue untouched without a luxury packaging portal.
171,Ludlow Nut Company,UK,"Ludlow, Shropshire",https://maps.google.com/?q=Ludlow+Nut+Company+Ludlow+UK,"Outdated visual layout, lacks modern mobile checkout",IG: @ludlownutco / FB: LudlowNutCompany,+44 1584 876000 | sales@ludlownutcompany.co.uk,Julien Wall (Co-Owner),your artisan Shropshire nut roastery and dried fruit mueslis deserve a modern cinematic storefront with instant Stripe checkout.,High
172,Nutural World,UK,London,https://maps.google.com/?q=Nutural+World+London+UK,"Basic Shopify store, missing corporate gifting module",IG: @nuturalworld / FB: NuturalWorld,+44 20 8205 9188 | info@nuturalworld.com,Ely Frank (Founder),your Great Taste Award-winning artisan stone-ground nut selections need an elevated corporate gift box configurator for holiday orders.,High
173,The Walnut Tree Gourmet Gifts,UK,Hertfordshire,https://maps.google.com/?q=The+Walnut+Tree+Gourmet+Gifts+UK,"Legacy gifting site, sluggish on mobile screens",FB: TheWalnutTreeGourmet,+44 1923 211688 | info@walnut.gifts,Beverly Frank (Director),your luxury marzipan, dried fruit and nut trays are royal-tier
174,Crazy Jack Organic,UK,Derbyshire,https://maps.google.com/?q=Crazy+Jack+Organic+Derbyshire+UK,Informational brand site with no DTC shopping cart,IG: @crazyjackorganic / FB: CrazyJackOrganic,+44 1335 342220 | info@crazyjack.co.uk,Simon Neale (Brand Lead),your organic soft dried apricots and figs are beloved across the UK, but consumers cannot purchase directly through a brand storefront.
175,Sun-Valley Nut Co.,UK,Bromborough,https://maps.google.com/?q=Sun+Valley+Nut+Co+Bromborough+UK,"B2B bar snacks catalog, lacks direct consumer gifting store",LinkedIn: Sun Valley Nut Company,+44 151 482 7100 | enquiries@sun-valley.co.uk,Jim Hacking (Sales VP),you dominate wholesale pub nuts, but a dedicated direct-to-consumer gourmet nut store would generate high recurring holiday sales.
176,Seeberger GmbH,Germany,Ulm,https://maps.google.com/?q=Seeberger+GmbH+Ulm+Germany,"Complex multi-language portal, lacks interactive custom snack box builder",IG: @seeberger_de / FB: Seeberger.de,+49 731 4093-0 | info@seeberger.de,Clemens Keller (Managing Director),as Europe's premier dried fruit and nut brand, an interactive build-your-own gift box tool would significantly boost average order value.
177,Farmer's Snack GmbH,Germany,Seevetal,https://maps.google.com/?q=Farmers+Snack+Seevetal+Germany,"Standard online store, missing corporate gift portal",IG: @farmers_snack / FB: FarmersSnack,+49 4105 6520-0 | info@farmers-snack.com,Christine Woltmann (CEO),your artisan chocolate-coated nuts and dried berries deserve a dedicated luxury storefront tailored for B2B corporate gifting.,High
178,Keimling Naturkost,Germany,Buxtehude,https://maps.google.com/?q=Keimling+Naturkost+Buxtehude+Germany,"Cluttered organic portal, slow mobile cart experience",IG: @keimling.naturkost / FB: KeimlingNaturkost,+49 4161 5116-0 | info@keimling.de,Winfried Holler (Founder),your raw organic dates, figs and wild nuts would convert much higher on mobile with our lightweight
179,Noberasco SpA,Italy,Albenga,https://maps.google.com/?q=Noberasco+Albenga+Italy,"Brand showcase site, fragmented checkout flow",IG: @noberasco / FB: Noberasco,+39 0182 5631 | info@noberasco.it,Gabriele Noberasco (President),you are Italy's undisputed champion of dried fruits, but your direct consumer web ordering flow could be elevated to luxury boutique standards.
180,Maison Naja,France,Marseille,https://maps.google.com/?q=Maison+Naja+Marseille+France,"Outdated French storefront, lacks English/global gift shipping portal",FB: MaisonNajaMarseille,+33 4 91 50 20 20 | contact@maison-naja.com,Pierre Naja (Founder),your Provençal roasted almonds and Mediterranean dried figs are sublime, but your store lacks a streamlined multi-currency checkout for international buyers.
181,Bateel International,UAE,Dubai,https://maps.google.com/?q=Bateel+Dubai+Mall+UAE,"Premium site, but custom corporate multi-address gifting is clunky",IG: @bateelgourmet / FB: BateelGourmet,+971 4 885 8737 | customercare@bateel.com,Dr. Ata Atmar (CEO),as the world's premier luxury date brand, enhancing your online store with interactive custom date box personalization will further elevate corporate gifting.
182,Bayara (Gyma Food Drinks),UAE,Dubai,https://maps.google.com/?q=Bayara+Dubai+UAE,"Consumer portal directing to retail grocers, missing standalone luxury DTC store",IG: @bayara_arabia / FB: BayaraArabia,+971 4 886 1133 | info@bayara.com,Jean-Marc Lourau (CEO),you are the leading dry fruit and nut brand in the Gulf, and a dedicated DTC gourmet gift shop would capture massive seasonal holiday revenue.
183,Al Barakah Dates Factory,UAE,Dubai,https://maps.google.com/?q=Al+Barakah+Dates+Factory+Dubai,"Industrial B2B processing site, no luxury consumer retail arm",LinkedIn: Al Barakah Dates / IG: @albarakahdates,+971 4 883 2221 | info@albarakahdates.com,Yousuf Saleem (Managing Director),as the largest date packaging facility in the world, launching a luxury direct-to-consumer gifting store would establish your own consumer brand equity.
184,Al Foah Dates (Date Crown),UAE,Al Ain,https://maps.google.com/?q=Al+Foah+Dates+Al+Ain+UAE,"Corporate government site, missing modern DTC gift customization",FB: DateCrown / IG: @datecrownae,+971 3 701 8888 | info@alfoah.ae,Mubarak Al Mansoori (Director),Date Crown is enjoyed globally, but individual consumers lack an ultra-luxury online date boutique to send curated Emirati date hampers.
185,Zadina Dates,UAE,Abu Dhabi,https://maps.google.com/?q=Zadina+Dates+Abu+Dhabi,"Outdated luxury dates site, slow mobile checkout",IG: @zadinadates,+971 2 501 5555 | info@zadinadates.com,Reem Al Hashemi (Brand Manager),your Emirati date creations and chocolate stuffed dates deserve a modern, responsive e-commerce storefront with seamless international delivery.
186,Barari Gourmet,UAE,Dubai,https://maps.google.com/?q=Barari+Gourmet+Dubai,"Basic product showcase, lacks interactive gift box builder",IG: @bararigifts,+971 4 333 4567 | info@bararigifts.com,Hossein Barari (Managing Partner),your stuffed dates and saffron dried fruit selections need an interactive custom box configurator for Ramadan and Eid corporate orders.,High
187,Jomara Dates,UAE,Dubai,https://maps.google.com/?q=Jomara+Dates+Dubai,"Catalog view only, no live online shopping cart",FB: JomaraDates,+971 4 885 8740 | info@jomara.com,Ahmad Al-Khatib (Store Manager),your organic gourmet dates have unmatched quality, but prospective online buyers have no direct way to purchase gift boxes through your website.
188,Al Rifai International,Lebanon,Beirut / Dubai,https://maps.google.com/?q=Al+Rifai+Dubai,"Legacy multi-regional store, sluggish mobile navigation",IG: @alrifai / FB: AlRifaiNuts,+961 1 741 000 | customercare@alrifai.com,Mohamed Rifai (CEO),as the pioneer of gourmet Lebanese nut roasteries, your digital storefront would benefit from modern headless Next.js architecture and faster checkout.
189,Castania Nuts,Lebanon,Beirut,https://maps.google.com/?q=Castania+Nuts+Beirut,"Brand showcase site, lacks direct luxury consumer store",IG: @castanianuts / FB: CastaniaNuts,+961 4 521 111 | info@castanianuts.com,Peter Daniel (Managing Director),Castania mixed nuts are iconic across the globe, and a direct-to-consumer luxury gifting portal would generate immense international retail sales.
190,Nabat Organic,Lebanon,Beirut,https://maps.google.com/?q=Nabat+Organic+Beirut,"Standard Shopify store, lacks custom gift bundle features",IG: @nabatorganic / FB: NabatOrganic,+961 9 232 500 | info@nabatorganic.com,Ramzi Nabat (Owner),your certified organic dried fruits, seeds and raw nuts would drive larger order totals with an interactive build-a-snack-pack feature.
191,Prana Organic,Canada,"Montreal, QC",https://maps.google.com/?q=Prana+Organic+Montreal+QC,"Modern site, but lacks personalized holiday gift box builder",IG: @pranasnacks / FB: PranaOrganic,+1 514-448-4034 | info@pranasnacks.com,Marie-Josée Richer (Co-Founder),your organic dried fruits and nut snacks have widespread grocery distribution, but your web store lacks an interactive custom gift tin customizer.
192,Johnvince Foods,Canada,"Toronto, ON",https://maps.google.com/?q=Johnvince+Foods+Toronto+ON,"Outdated bulk wholesale layout, no luxury consumer portal",FB: JohnvinceFoods,+1 416-636-6141 | info@johnvince.com,Vince Pulla (President),you are Canada's premier nut and dried fruit bulk distributor, but launching a dedicated luxury consumer gifting store would open up new profit margins.
193,Rancho Vignola,Canada,"Armstrong, BC",https://maps.google.com/?q=Rancho+Vignola+Armstrong+BC,"Seasonal wholesale order system, lacks year-round luxury gift cart",FB: RanchoVignola / IG: @ranchovignola,+1 250-546-3343 | info@ranchovignola.com,Richard Vignola (Founder),your farm-direct harvest nuts and dried fruits sell out fast, but customers want a year-round luxury gift box store with instant Stripe checkout.
194,Brookfarm,Australia,"Byron Bay, NSW",https://maps.google.com/?q=Brookfarm+Byron+Bay+NSW+Australia,"Standard BigCommerce store, missing custom macadamia gift builder",IG: @brookfarm_ / FB: BrookfarmByronBay,+61 2 6687 8666 | info@brookfarm.com.au,Martin Brook (Chairman),your Byron Bay macadamias and dried cranberries are world-famous, but your web store lacks an interactive custom gift hamper builder.
195,Macadamias Australia,Australia,"Bundaberg, QLD",https://maps.google.com/?q=Macadamias+Australia+Bundaberg+QLD,"Basic visitor center store, lacks automated corporate bundle builder",IG: @macadamiasaustralia / FB: MacadamiasAustralia,+61 7 4159 7265 | info@macadamiasaustralia.net,Janelle Gerry (Director),your estate macadamia chocolate treats and dry-roasted nuts deserve an elevated, luxury storefront with automated corporate volume discounts.
196,Royal Nut Company,Australia,"Brunswick, VIC",https://maps.google.com/?q=Royal+Nut+Company+Brunswick+VIC+Australia,"Outdated WooCommerce template, slow mobile navigation",IG: @royalnutcompany / FB: RoyalNutCompany,+61 3 9383 5555 | sales@royalnutcompany.com.au,George Koutroulis (Owner),roasting in Melbourne since 1987 has earned you deep customer loyalty, but your WooCommerce store suffers from slow mobile page speeds and high cart drop-off.
197,Nutraj (VKC Nuts),India,New Delhi / Jammu,https://maps.google.com/?q=Nutraj+VKC+Nuts+New+Delhi,"High-volume Magento store, missing interactive custom festive box builder",IG: @nutraj_dryfruits / FB: NutrajIndia,+91 1800 121 2133 | customercare@nutraj.com,Gunjan Jain (Managing Director),as one of India's largest dry fruit brands, an interactive 'create your own Diwali/wedding gift box' feature would drive massive festive order spikes.
198,Happilo International,India,Bengaluru,https://maps.google.com/?q=Happilo+International+Bengaluru,"Heavily discounted consumer store, missing bespoke corporate luxury portal",IG: @happiloindia / FB: HappiloIndia,+91 1800 270 4777 | support@happilo.com,Vikas Nahar (Founder & CEO),while your retail presence is enormous, a bespoke ultra-luxury portal dedicated exclusively to high-net-worth corporate gifting would capture premium budgets.
199,Tulsi Nuts & Dry Fruits,India,Mumbai,https://maps.google.com/?q=Tulsi+Dry+Fruits+Mumbai,"Traditional catalog, lacks interactive gift box customizer",IG: @tulsidryfruits / FB: TulsiDryFruits,+91 22 2789 2200 | info@tulsidryfruits.com,Hasmukh Jain (Managing Partner),your premium California almonds and Kashmiri walnuts are staples in Mumbai, but your web store lacks modern interactive gift hamper customization.
200,Dry Fruit Basket,India,Mumbai,https://maps.google.com/?q=Dry+Fruit+Basket+Mumbai,"Outdated WordPress/WooCommerce site, slow checkout",IG: @dryfruitbasket / FB: DryFruitBasket,+91 91522 39900 | support@dryfruitbasket.com,Rajesh Mehta (Co-Founder),your curated gift boxes are great for occasions, but the site's checkout flow is slow on mobile devices and would convert much better with modern Next.js speed.
